,Anime_Name,Anime_img_url,Sub_Dub
1670,Last Hope,https://img.zorores.com/_r/300x400/100/db/b2/dbb2ab072537cd0d3ee5ab12c54998c7/dbb2ab072537cd0d3ee5ab12c54998c7.jpg,"['SUB', 'DUB']"
1671,[RAW] Himitsu no Akko-chan 3,https://img.zorores.com/_r/300x400/100/ed/96/ed969e5a8883859e2a0b86ab151e069f/ed969e5a8883859e2a0b86ab151e069f.jpg,['RAW']
1672,Haruchika: Haruta & Chika,https://img.zorores.com/_r/300x400/100/5c/58/5c58fbe38d3659f50bc0779afb71c7c8/5c58fbe38d3659f50bc0779afb71c7c8.jpg,['SUB']
1673,Operation Han-Gyaku-Sei Million Arthur 2nd Season,https://img.zorores.com/_r/300x400/100/be/8f/be8f494b5db34eee035633ee52591d00/be8f494b5db34eee035633ee52591d00.jpg,"['SUB', 'DUB']"
1674,[RAW] Duel Masters Cross,https://img.zorores.com/_r/300x400/100/42/37/423781e486af1d1cc00791b29bbead5f/423781e486af1d1cc00791b29bbead5f.jpg,['RAW']
1675,CHOYOYU!: High School Prodigies Have It Easy Even in Another World!,https://img.zorores.com/_r/300x400/100/f2/a4/f2a4bf501ac8dae589af311b5f7989db/f2a4bf501ac8dae589af311b5f7989db.jpg,['SUB']
1676,Casshan: Robot Hunter,https://img.zorores.com/_r/300x400/100/a8/03/a80389e31ad5a4ac8ca0f2f2ba9935ee/a80389e31ad5a4ac8ca0f2f2ba9935ee.jpg,"['SUB', 'DUB']"
1677,Ikkitousen: Western Wolves,https://img.zorores.com/_r/300x400/100/d9/06/d9066f11604d4e6caa8f4b3909fcdf90/d9066f11604d4e6caa8f4b3909fcdf90.jpg,"['SUB', 'DUB']"
1678,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,https://img.zorores.com/_r/300x400/100/b0/64/b0647830e48e5d6a148405ccc8e971c0/b0647830e48e5d6a148405ccc8e971c0.jpg,['SUB']
1679,Dr. Slump and Arale-chan Movie 01: Hello! Wonder Island,https://img.zorores.com/_r/300x400/100/ed/2d/ed2de7fd39f9cdde3178ce5e4b0278db/ed2de7fd39f9cdde3178ce5e4b0278db.jpg,['SUB']
1680,Cyborg 009 VS Devilman,https://img.zorores.com/_r/300x400/100/42/e7/42e789cf25df988a9bc42c915add63c0/42e789cf25df988a9bc42c915add63c0.jpg,"['SUB', 'DUB']"
1681,Appleseed XIII,https://img.zorores.com/_r/300x400/100/2f/5e/2f5e824588600b5264e9c77432fe71cf/2f5e824588600b5264e9c77432fe71cf.jpg,"['SUB', 'DUB']"
1682,Space Battleship Tiramisu,https://img.zorores.com/_r/300x400/100/18/62/1862ff4935570d8af9c856177afad3eb/1862ff4935570d8af9c856177afad3eb.jpg,"['SUB', 'DUB']"
1683,Super Street Fighter IV,https://img.zorores.com/_r/300x400/100/2d/68/2d68a835d026a4b4b2aaa947274e4f08/2d68a835d026a4b4b2aaa947274e4f08.jpg,['SUB']
1684,Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,https://img.zorores.com/_r/300x400/100/2f/c0/2fc08f207ec0f91a36fa2957a3d933b3/2fc08f207ec0f91a36fa2957a3d933b3.jpg,['SUB']
1685,Phantasy Star Online 2 The Animation,https://img.zorores.com/_r/300x400/100/ee/cf/eecfbfa63eb920883a04684672c6b17d/eecfbfa63eb920883a04684672c6b17d.jpg,['SUB']
1686,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,https://img.zorores.com/_r/300x400/100/d9/fd/d9fd6fc45540cd3fb025b1c4eea255bf/d9fd6fc45540cd3fb025b1c4eea255bf.jpg,['SUB']
1687,Yoshinaga-san'chi no Gargoyle: Specials,https://img.zorores.com/_r/300x400/100/e4/ec/e4ec8e36c92a4ae0e047dd99faeadcc0/e4ec8e36c92a4ae0e047dd99faeadcc0.jpg,['SUB']
1688,Shin Chuuka Ichiban!,https://img.zorores.com/_r/300x400/100/00/a6/00a6356ec8d919f40d17beb76faaf157/00a6356ec8d919f40d17beb76faaf157.jpg,['SUB']
1689,Pokemon the Movie 16: Genesect and the Legend Awakened,https://img.zorores.com/_r/300x400/100/5e/0a/5e0aacf745ca4332db5a57b564b7eb4f/5e0aacf745ca4332db5a57b564b7eb4f.jpg,"['SUB', 'DUB']"
1690,Nurarihyon no Mago (Recaps),https://img.zorores.com/_r/300x400/100/4f/45/4f45c5f11933fc579994450bc4b35757/4f45c5f11933fc579994450bc4b35757.jpg,"['SUB', 'DUB']"
1691,Come Together! to the Seton Academy,https://img.zorores.com/_r/300x400/100/f8/52/f852631efc38c47c45d5ce94fdbc9526/f852631efc38c47c45d5ce94fdbc9526.jpg,['SUB']
1692,Island,https://img.zorores.com/_r/300x400/100/1d/da/1dda0e99f4a38909ceb3971ee59e89ca/1dda0e99f4a38909ceb3971ee59e89ca.jpg,"['SUB', 'DUB']"
1693,Hana Yori Dango The Movie,https://img.zorores.com/_r/300x400/100/4c/ae/4cae30ec47cfb41c728a885899811099/4cae30ec47cfb41c728a885899811099.jpg,['SUB']
1694,Twilight,https://img.zorores.com/_r/300x400/100/17/b4/17b4682da3b82c1f4ed662201188b161/17b4682da3b82c1f4ed662201188b161.jpg,['SUB']
1695,God Mazinger,https://img.zorores.com/_r/300x400/100/03/d2/03d270b73b6672c2f09a3de06cdf40fa/03d270b73b6672c2f09a3de06cdf40fa.jpg,['SUB']
1696,Galo Sengen,https://img.zorores.com/_r/300x400/100/e9/d4/e9d456181e6a1fcf006bd8524269b99d/e9d456181e6a1fcf006bd8524269b99d.png,['SUB']
1697,Burn Up! W,https://img.zorores.com/_r/300x400/100/70/c3/70c359ad27ae56c3b53aff855baa779a/70c359ad27ae56c3b53aff855baa779a.jpg,"['SUB', 'DUB']"
1698,All Purpose Cultural Cat Girl Nuku Nuku Dash!,https://img.zorores.com/_r/300x400/100/c1/d4/c1d4e68d6f20304dc34eac667d36c06c/c1d4e68d6f20304dc34eac667d36c06c.jpg,"['SUB', 'DUB']"
1699,Atashinchi: The 3D Movie,https://img.zorores.com/_r/300x400/100/f1/43/f143e566c979dcbdf86bc53876084d22/f143e566c979dcbdf86bc53876084d22.jpg,['SUB']
1700,Ajimu: Kaigan Monogatari,https://img.zorores.com/_r/300x400/100/49/50/4950b1effe69b919eb03b47a136b3f2b/4950b1effe69b919eb03b47a136b3f2b.jpg,['SUB']
1701,91 Days: Brief Candle,https://img.zorores.com/_r/300x400/100/63/4f/634f8b741401b3d3c3ecf62e6c2c2559/634f8b741401b3d3c3ecf62e6c2c2559.jpg,['SUB']
1702,Magikano,https://img.zorores.com/_r/300x400/100/8d/9a/8d9a6cb4d795f1a629dd7de7fb2ae7bd/8d9a6cb4d795f1a629dd7de7fb2ae7bd.jpg,"['SUB', 'DUB']"
1703,Ladies versus Butlers! Specials,https://img.zorores.com/_r/300x400/100/6d/83/6d83179ec8e296456b86faad6fb1195c/6d83179ec8e296456b86faad6fb1195c.jpg,['SUB']
1704,Working Buddies! No 2!,https://img.zorores.com/_r/300x400/100/ba/1d/ba1d663de737dd885c7d58d6008faad1/ba1d663de737dd885c7d58d6008faad1.jpg,['SUB']
1705,Geneshaft,https://img.zorores.com/_r/300x400/100/91/bd/91bdb140e07590dc6f221f1727bf4258/91bdb140e07590dc6f221f1727bf4258.jpg,"['SUB', 'DUB']"
1706,Step Up Love Story,https://img.zorores.com/_r/300x400/100/ed/fa/edfa22494792cde998ffc7c87de79180/edfa22494792cde998ffc7c87de79180.jpg,['SUB']
1707,Dr. Slump and Arale-chan Movie 04: Hoyoyo! The Treasure of Nanaba Castle,https://img.zorores.com/_r/300x400/100/ef/e2/efe2c6da5dc68d1b5cb41bb7686afd87/efe2c6da5dc68d1b5cb41bb7686afd87.jpg,['SUB']
1708,THE [email protected] CINDERELLA GIRLS Theater (Web) 3rd Season,https://img.zorores.com/_r/300x400/100/eb/4f/eb4fa498fd32f33d73cd250222b85ad1/eb4fa498fd32f33d73cd250222b85ad1.jpg,['SUB']
1709,Black Magic M-66,https://img.zorores.com/_r/300x400/100/f3/a5/f3a5f47db5cc913e3346258d4955bf8d/f3a5f47db5cc913e3346258d4955bf8d.jpg,['SUB']
1710,Bakugan Battle Brawlers: New Vestroia,https://img.zorores.com/_r/300x400/100/40/a3/40a3684704ce1891afdf21030b9060a6/40a3684704ce1891afdf21030b9060a6.jpg,['DUB']
1711,Fight!! Ramenman,https://img.zorores.com/_r/300x400/100/af/e8/afe8dc60a13d2b70058e39e539e55a46/afe8dc60a13d2b70058e39e539e55a46.jpg,['SUB']
1712,[RAW] Samurai Giants,https://img.zorores.com/_r/300x400/100/52/f4/52f48285b5ed6103590ea216d0fe0ec3/52f48285b5ed6103590ea216d0fe0ec3.jpg,['RAW']
1713,Oneechan ga Kita,https://img.zorores.com/_r/300x400/100/0c/cf/0ccf9ff3e8c4bcacf3d5607631314e16/0ccf9ff3e8c4bcacf3d5607631314e16.jpg,['SUB']
1714,Null Peta,https://img.zorores.com/_r/300x400/100/4d/c4/4dc49dfbfe8fee132901be95b6f754fb/4dc49dfbfe8fee132901be95b6f754fb.jpg,['SUB']
1715,Psychic Squad: Recap,https://img.zorores.com/_r/300x400/100/45/39/453929d84443104358c50529f84fb57a/453929d84443104358c50529f84fb57a.jpg,['SUB']
1716,Yurumates 3D Plus,https://img.zorores.com/_r/300x400/100/85/e5/85e5f7cb23216ea906c603b1fbfde721/85e5f7cb23216ea906c603b1fbfde721.jpg,['SUB']
1717,Saint October,https://img.zorores.com/_r/300x400/100/3f/c5/3fc522aa5e14824d93847aaf3ae1723f/3fc522aa5e14824d93847aaf3ae1723f.jpg,['SUB']
1718,Magical Girl Pretty Sammy OVA,https://img.zorores.com/_r/300x400/100/65/11/6511486f49c29b449766e9ecec55e012/6511486f49c29b449766e9ecec55e012.jpg,['SUB']
1719,A Wind Named Amnesia,https://img.zorores.com/_r/300x400/100/ea/21/ea219976e6f21fae202a69b8a3b4f2f2/ea219976e6f21fae202a69b8a3b4f2f2.jpg,"['SUB', 'DUB']"
1720,Hundred,https://img.zorores.com/_r/300x400/100/b7/c9/b7c905fc9dc44a80d07e7b90478ded23/b7c905fc9dc44a80d07e7b90478ded23.jpg,"['SUB', 'DUB']"
1721,Galaxy Angel Rune,https://img.zorores.com/_r/300x400/100/97/93/97935f7a461e109d96b72969ae11da8c/97935f7a461e109d96b72969ae11da8c.jpg,['SUB']
1722,Crossing Time,https://img.zorores.com/_r/300x400/100/51/29/51294d1f8cd3dc5365b597de2624b29f/51294d1f8cd3dc5365b597de2624b29f.jpg,['SUB']
1723,The Furious Yama,https://img.zorores.com/_r/300x400/100/bc/eb/bcebd2d017f0ded19675989fce71d6ec/bcebd2d017f0ded19675989fce71d6ec.jpg,['SUB']
1724,Sonic Soldier Borgman,https://img.zorores.com/_r/300x400/100/af/4b/af4b688abaa355c97a9bb1e610ed0efd/af4b688abaa355c97a9bb1e610ed0efd.jpg,['SUB']
1725,Beast Wars Second Chou Seimeitai Transformers,https://img.zorores.com/_r/300x400/100/0f/3c/0f3c3f7f2e3cddd846721d9151efb6fa/0f3c3f7f2e3cddd846721d9151efb6fa.jpg,['SUB']
1726,Aru Tabibito no Nikki Specials,https://img.zorores.com/_r/300x400/100/0c/be/0cbe4781f64b69cfb3cbd8e5c7592860/0cbe4781f64b69cfb3cbd8e5c7592860.jpg,['SUB']
1727,Argento Soma Special,https://img.zorores.com/_r/300x400/100/39/23/392302a82b6e7c4b0d9d3fb4b26585ac/392302a82b6e7c4b0d9d3fb4b26585ac.jpg,"['SUB', 'DUB']"
1728,Active Raid Second,https://img.zorores.com/_r/300x400/100/8c/36/8c36b579011b88c09447b8bdc74f348c/8c36b579011b88c09447b8bdc74f348c.jpg,['SUB']
1729,Monster Strike 3: The Fading Cosmos,https://img.zorores.com/_r/300x400/100/6d/de/6ddef865a469c0f0a92d445dac9e9725/6ddef865a469c0f0a92d445dac9e9725.jpg,['SUB']
1730,Miss Monochrome The Animation,https://img.zorores.com/_r/300x400/100/72/e3/72e34c5da0a09b65ac97c2789d5f3463/72e34c5da0a09b65ac97c2789d5f3463.jpg,['SUB']
1731,[RAW] Mahoutsukai Sally 2,https://img.zorores.com/_r/300x400/100/92/91/9291d0d2eaeb247d1f644c2eaf883ab7/9291d0d2eaeb247d1f644c2eaf883ab7.jpg,['RAW']
1732,[RAW] Sally the Witch,https://img.zorores.com/_r/300x400/100/6c/ac/6cac09cc8bf542379e4451df40644ca9/6cac09cc8bf542379e4451df40644ca9.jpg,['RAW']
1733,Lupin III: Pilot Film,https://img.zorores.com/_r/300x400/100/80/53/8053f82a7cd8d19f9dc1fe14015d9564/8053f82a7cd8d19f9dc1fe14015d9564.jpg,"['SUB', 'DUB']"
1734,King of Prism: Shiny Seven Stars,https://img.zorores.com/_r/300x400/100/8d/47/8d4710d7374f010ec56fe2ca39756fb9/8d4710d7374f010ec56fe2ca39756fb9.jpg,['SUB']
1735,IS: Infinite Stratos 2 - Infinite Wedding,https://img.zorores.com/_r/300x400/100/75/35/75352ac229be5b97dfca8975d5a2ea02/75352ac229be5b97dfca8975d5a2ea02.jpg,['SUB']
1736,The Emperor's Strategy,https://img.zorores.com/_r/300x400/100/14/d7/14d7f68d06514f97d015ea390d39f02f/14d7f68d06514f97d015ea390d39f02f.jpg,['SUB']
1737,Bakuon!! OVA,https://img.zorores.com/_r/300x400/100/b9/a7/b9a7253f9521ff7239ddf81955a34b6e/b9a7253f9521ff7239ddf81955a34b6e.jpg,['SUB']
1738,Attack on Tomorrow,https://img.zorores.com/_r/300x400/100/af/56/af56519c52ff5de6a4c6156496395fe6/af56519c52ff5de6a4c6156496395fe6.jpg,['SUB']
1739,Amnesia OVA,https://img.zorores.com/_r/300x400/100/7b/92/7b929800101eab37b252f39ccf1d271b/7b929800101eab37b252f39ccf1d271b.jpg,['SUB']
1740,Journal of the Mysterious Creatures,https://img.zorores.com/_r/300x400/100/78/90/78908ab62d9b893bad166cae13ccb1c6/78908ab62d9b893bad166cae13ccb1c6.jpg,['SUB']
1741,Walkure Romanze,https://img.zorores.com/_r/300x400/100/64/62/6462dee7d764a125bee74490f05774a4/6462dee7d764a125bee74490f05774a4.jpg,['SUB']
1742,Red Garden: Dead Girls,https://img.zorores.com/_r/300x400/100/48/64/48644ccea0572e69635121f3ba1e92ba/48644ccea0572e69635121f3ba1e92ba.jpg,"['SUB', 'DUB']"
1743,Angel Tales,https://img.zorores.com/_r/300x400/100/4c/1f/4c1f6858a2c3cf4f0493e7974d2c2db0/4c1f6858a2c3cf4f0493e7974d2c2db0.jpg,['RAW']
1744,Ni no Kuni,https://img.zorores.com/_r/300x400/100/b8/a4/b8a4d33d6cf4ec4a988f0ea901151817/b8a4d33d6cf4ec4a988f0ea901151817.jpg,['SUB']
1745,Utawarerumono OVA Picture Drama,https://img.zorores.com/_r/300x400/100/8c/a6/8ca65e993ce72467ae488b373ca3967b/8ca65e993ce72467ae488b373ca3967b.jpg,['SUB']
1746,[RAW] Tensai Bakabon,https://img.zorores.com/_r/300x400/100/8d/6d/8d6d61c2b540b5c192fb9bad7768148c/8d6d61c2b540b5c192fb9bad7768148c.jpg,['RAW']
1747,Show By Rock!! Short!!,https://img.zorores.com/_r/300x400/100/fc/57/fc573b80d3a5b614100f62162a59cdcc/fc573b80d3a5b614100f62162a59cdcc.jpg,"['SUB', 'DUB']"
1748,The Qwaser of Stigmata II,https://img.zorores.com/_r/300x400/100/e5/ca/e5ca434cabf01e94f4dcd98eb4475f34/e5ca434cabf01e94f4dcd98eb4475f34.jpg,['SUB']
1749,Rail Wars!,https://img.zorores.com/_r/300x400/100/8e/da/8eda85382b15301736f4616a7f356118/8eda85382b15301736f4616a7f356118.jpg,['SUB']
1750,Megami Kouhosei,https://img.zorores.com/_r/300x400/100/b5/2d/b52d6d3ac1fcbf43093f3ace0c83a53c/b52d6d3ac1fcbf43093f3ace0c83a53c.jpg,['SUB']
1751,Maetel Legend,https://img.zorores.com/_r/300x400/100/b2/c5/b2c594a7fe5b54cd8cdf844c7124b210/b2c594a7fe5b54cd8cdf844c7124b210.jpg,['SUB']
1752,Armored Fleet Dairugger XV,https://img.zorores.com/_r/300x400/100/a9/ad/a9ad9890079ea4633f31ea22cc1449b2/a9ad9890079ea4633f31ea22cc1449b2.jpg,['SUB']
1753,Gatchaman,https://img.zorores.com/_r/300x400/100/c0/d8/c0d8e3ccb78ac0e88c2995e54a5cd8a8/c0d8e3ccb78ac0e88c2995e54a5cd8a8.jpg,['DUB']
1754,Fairy gone Season 1 Part 2,https://img.zorores.com/_r/300x400/100/1b/17/1b1730d089cb956cbac1eee7783e9759/1b1730d089cb956cbac1eee7783e9759.jpg,"['SUB', 'DUB']"
1755,Animal Treasure Island,https://img.zorores.com/_r/300x400/100/c6/1f/c61f318a6a514d09903cbc68669cd1ea/c61f318a6a514d09903cbc68669cd1ea.jpg,"['SUB', 'DUB']"
1756,Devilman,https://img.zorores.com/_r/300x400/100/02/40/0240cb8a809861304530d0c3eb43166d/0240cb8a809861304530d0c3eb43166d.jpg,['SUB']
1757,Dance with Devils,https://img.zorores.com/_r/300x400/100/2f/f8/2ff8e966e240508627bfa062350c4b49/2ff8e966e240508627bfa062350c4b49.jpg,"['SUB', 'DUB']"
1758,ChäoS;Child,https://img.zorores.com/_r/300x400/100/8e/c9/8ec927d739f5f5df66a27cca70a7d5e1/8ec927d739f5f5df66a27cca70a7d5e1.jpg,"['SUB', 'DUB']"
1759,My Girlfriend Is ShoBitch,https://img.zorores.com/_r/300x400/100/47/1a/471abc3fb276843bb77d383847297600/471abc3fb276843bb77d383847297600.jpg,"['SUB', 'DUB']"
1760,Blue Dragon,https://img.zorores.com/_r/300x400/100/41/cf/41cf15717e16011db1ea39a4b1f713bc/41cf15717e16011db1ea39a4b1f713bc.jpg,['SUB']
1761,Appleseed XIII Remix Movie 2: Yogen,https://img.zorores.com/_r/300x400/100/18/0a/180a112a9ecac7c486170b66d149e2af/180a112a9ecac7c486170b66d149e2af.jpg,"['SUB', 'DUB']"
1762,Appleseed XIII Remix Movie 1: Yuigon,https://img.zorores.com/_r/300x400/100/20/a2/20a2e0e3b02923bdf473ed8fe8788f5d/20a2e0e3b02923bdf473ed8fe8788f5d.jpg,"['SUB', 'DUB']"
1763,Android Announcer Maico 2010,https://img.zorores.com/_r/300x400/100/58/c5/58c5660b791703bd96088a2fe87998b2/58c5660b791703bd96088a2fe87998b2.jpg,['SUB']
1764,Mob Psycho Mini,https://img.zorores.com/_r/300x400/100/52/73/52736156ba13fafb78d8e9bfc6fe16cf/52736156ba13fafb78d8e9bfc6fe16cf.jpg,['SUB']
1765,Sky Wizards Academy,https://img.zorores.com/_r/300x400/100/ac/d9/acd993b58b47409d4e8e272ba3e695ad/acd993b58b47409d4e8e272ba3e695ad.jpg,"['SUB', 'DUB']"
1766,To the Abandoned Sacred Beasts,https://img.zorores.com/_r/300x400/100/20/1e/201eadf2331f22da6d386744129f333b/201eadf2331f22da6d386744129f333b.jpg,"['SUB', 'DUB']"
1767,Kagewani,https://img.zorores.com/_r/300x400/100/12/dd/12dd5152198e87a119f275352a039ab7/12dd5152198e87a119f275352a039ab7.jpg,['SUB']
1768,Happiness!,https://img.zorores.com/_r/300x400/100/0c/b2/0cb2672eb12b6858b066be3e3d023189/0cb2672eb12b6858b066be3e3d023189.jpg,['SUB']
1769,Hackadoll The Animation,https://img.zorores.com/_r/300x400/100/98/4a/984ae77922b6979bffa52b7757b6c108/984ae77922b6979bffa52b7757b6c108.jpg,['SUB']
1770,Day Break Illusion,https://img.zorores.com/_r/300x400/100/f2/75/f275fdbffd91b3cd0b8f9035adf7a279/f275fdbffd91b3cd0b8f9035adf7a279.jpg,['SUB']
1771,Fuuma no Kojirou: Yasha-hen,https://img.zorores.com/_r/300x400/100/48/61/48614f54e471ef179b0a912a6400623e/48614f54e471ef179b0a912a6400623e.jpg,['SUB']
1772,Frame Arms Girl,https://img.zorores.com/_r/300x400/100/f6/ca/f6ca8a67b378e3239fbc5316a4304ffd/f6ca8a67b378e3239fbc5316a4304ffd.jpg,['SUB']
1773,F-Zero: GP Legend,https://img.zorores.com/_r/300x400/100/38/7d/387d9d14026bf9b14c153201440520ab/387d9d14026bf9b14c153201440520ab.jpg,['SUB']
1774,Captain Earth,https://img.zorores.com/_r/300x400/100/48/3b/483b42f727df7b2aaff5b38604fe9577/483b42f727df7b2aaff5b38604fe9577.jpg,['SUB']
1775,Astroganger,https://img.zorores.com/_r/300x400/100/7e/78/7e785981ab8cbf740562e6163b9527f0/7e785981ab8cbf740562e6163b9527f0.jpg,['SUB']
1776,Yume Tsukai,https://img.zorores.com/_r/300x400/100/3b/3f/3b3f499628c0a57830dde0188a38442b/3b3f499628c0a57830dde0188a38442b.jpg,['SUB']
1777,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,https://img.zorores.com/_r/300x400/100/b0/28/b0283e3921ffc35e18bdcc49bf9b23bd/b0283e3921ffc35e18bdcc49bf9b23bd.jpg,['SUB']
1778,Takunomi,https://img.zorores.com/_r/300x400/100/39/eb/39ebbdc7662f3cf8aea459240493b647/39ebbdc7662f3cf8aea459240493b647.jpg,"['SUB', 'DUB']"
1779,Strike Witches: 501st JOINT FIGHTER WING Take Off!,https://img.zorores.com/_r/300x400/100/f1/74/f1748955a74b407084daa27bcbceb0a6/f1748955a74b407084daa27bcbceb0a6.jpg,"['SUB', 'DUB']"
1780,Little Bean,https://img.zorores.com/_r/300x400/100/1e/32/1e324c0eefcb3dc295871f5c7a557342/1e324c0eefcb3dc295871f5c7a557342.jpg,['SUB']
1781,Project A-Ko 3: Cinderella Rhapsody,https://img.zorores.com/_r/300x400/100/42/da/42da15008ecf8852a8033ce98b5797ea/42da15008ecf8852a8033ce98b5797ea.jpg,['SUB']
1782,Pokémon: Black & White,https://img.zorores.com/_r/300x400/100/b3/5b/b35b76fdec07f35c11f36e3b10b2f33d/b35b76fdec07f35c11f36e3b10b2f33d.jpg,['DUB']
1783,[RAW] Perman (1983),https://img.zorores.com/_r/300x400/100/53/6a/536a68fc7e32a29fb6e8e06bc2d2a0b6/536a68fc7e32a29fb6e8e06bc2d2a0b6.jpg,['RAW']
1784,Wicked City,https://img.zorores.com/_r/300x400/100/37/be/37beeb4e5e51d3700a40a3056a510a8e/37beeb4e5e51d3700a40a3056a510a8e.jpg,"['SUB', 'DUB']"
1785,UFO Robo Grendizer tai Great Mazinger,https://img.zorores.com/_r/300x400/100/19/b0/19b02a06e7d9d7dd0eb465d37e4778f4/19b02a06e7d9d7dd0eb465d37e4778f4.jpg,['SUB']
1786,Space Pirate Mito,https://img.zorores.com/_r/300x400/100/1d/65/1d6591ad265f08e887cefce7641ca9fd/1d6591ad265f08e887cefce7641ca9fd.jpg,['SUB']
1787,To Heart: Remember My Memories,https://img.zorores.com/_r/300x400/100/98/c6/98c6d629f7b513cde13444dd4bc32482/98c6d629f7b513cde13444dd4bc32482.jpg,['SUB']
1788,Sister Princess,https://img.zorores.com/_r/300x400/100/ba/0b/ba0b6c14af7b72e635fb357a301d74d6/ba0b6c14af7b72e635fb357a301d74d6.jpg,['DUB']
1789,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",https://img.zorores.com/_r/300x400/100/32/65/3265990e43325ec74e488c1124005e2b/3265990e43325ec74e488c1124005e2b.jpg,['SUB']
1790,Pokémon: Black & White: Rival Destinies,https://img.zorores.com/_r/300x400/100/f8/47/f8476d0d7a80e5cb2726139748d9f559/f8476d0d7a80e5cb2726139748d9f559.jpg,['DUB']
1791,Pingu in the City 2nd Season,https://img.zorores.com/_r/300x400/100/44/7f/447f43a0571a0dd9391bd27b5b2a27d2/447f43a0571a0dd9391bd27b5b2a27d2.jpg,['SUB']
1792,Phantom in the Twilight,https://img.zorores.com/_r/300x400/100/f8/15/f815668c858631ce27194abeedfb8596/f815668c858631ce27194abeedfb8596.jpg,['SUB']
1793,Panty & Stocking in Sanitarybox,https://img.zorores.com/_r/300x400/100/3c/29/3c29c58c6eab86519715658098274dea/3c29c58c6eab86519715658098274dea.jpg,"['SUB', 'DUB']"
1794,Maken-Ki!,https://img.zorores.com/_r/300x400/100/8c/cf/8ccf9ed4d53750e4ffc3217e2536c82d/8ccf9ed4d53750e4ffc3217e2536c82d.jpg,"['SUB', 'DUB']"
1795,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",https://img.zorores.com/_r/300x400/100/f8/ce/f8ce83700d439c7ec1933f6a272a3267/f8ce83700d439c7ec1933f6a272a3267.jpg,['SUB']
1796,Ace Attorney,https://img.zorores.com/_r/300x400/100/4b/c8/4bc81ae1b890daf336f07baeb9705ae4/4bc81ae1b890daf336f07baeb9705ae4.jpg,"['SUB', 'DUB']"
1797,Galilei Donna: Storia di tre sorelle a caccia di un mistero,https://img.zorores.com/_r/300x400/100/e7/97/e797ae81d3f64411e0ede0339446c44f/e797ae81d3f64411e0ede0339446c44f.jpg,['SUB']
1798,[RAW] Dokonjou Gaeru,https://img.zorores.com/_r/300x400/100/2d/65/2d6561f46d3aea06d2a829487fd9aebf/2d6561f46d3aea06d2a829487fd9aebf.jpg,['RAW']
1799,Anime-Gataris,https://img.zorores.com/_r/300x400/100/34/28/34285b893f9414d1262a9886c2375d72/34285b893f9414d1262a9886c2375d72.jpg,"['SUB', 'DUB']"
1800,Akane Iro ni Somaru Saka Hardcore OVA,https://img.zorores.com/_r/300x400/100/d4/81/d481fc086e5b113a1a8c0fc8b46b8e15/d481fc086e5b113a1a8c0fc8b46b8e15.jpg,['SUB']
1801,Aikatsu on Parade! (ONA),https://img.zorores.com/_r/300x400/100/1c/57/1c573abe71b3e70569127082f4498155/1c573abe71b3e70569127082f4498155.jpg,['SUB']
1802,Age 12.,https://img.zorores.com/_r/300x400/100/05/46/05468c1c7f54abcdabf08cbd48387bb4/05468c1c7f54abcdabf08cbd48387bb4.jpg,['SUB']
1803,Kiitaro's yokai picture diary,https://img.zorores.com/_r/300x400/100/5b/e8/5be8b96e205b6675ab27cdbc8d75ab8f/5be8b96e205b6675ab27cdbc8d75ab8f.jpg,['SUB']
1804,Tokyo Pig,https://img.zorores.com/_r/300x400/100/ed/d0/edd06e45d7248253a5d1189ede582b54/edd06e45d7248253a5d1189ede582b54.jpg,['SUB']
1805,The Boy Who Carried a Guitar: Kikaider vs. Inazuman,https://img.zorores.com/_r/300x400/100/1e/9e/1e9e02205260153f843328cd76d5826f/1e9e02205260153f843328cd76d5826f.jpg,"['SUB', 'DUB']"
1806,Majestic Prince Episode 25 – Wings to the Future,https://img.zorores.com/_r/300x400/100/b0/1e/b01ebfd842da354271873dd65a42dab4/b01ebfd842da354271873dd65a42dab4.jpg,['RAW']
1807,Gangsta.,https://img.zorores.com/_r/300x400/100/32/e6/32e67093cdb795012d76cdfe52d5036a/32e67093cdb795012d76cdfe52d5036a.jpg,"['SUB', 'DUB']"
1808,FLCL Progressive,https://img.zorores.com/_r/300x400/100/70/d1/70d14e8f2c969abf65974114a711381f/70d14e8f2c969abf65974114a711381f.jpg,"['SUB', 'DUB']"
1809,Fate/strange Fake,https://img.zorores.com/_r/300x400/100/10/48/10480da8747dd2b53535e8e308518c63/10480da8747dd2b53535e8e308518c63.jpg,['SUB']
1810,Danchigai: Juusan Goutou Sentou Ikitai!!,https://img.zorores.com/_r/300x400/100/d2/48/d2485520bcdb32db4c3ca9fe1568a168/d2485520bcdb32db4c3ca9fe1568a168.jpg,['SUB']
1811,THE [email protected] CINDERELLA GIRLS Theater (Web),https://img.zorores.com/_r/300x400/100/eb/64/eb645a6bcab21ab85222cd5125f2360e/eb645a6bcab21ab85222cd5125f2360e.jpg,['SUB']
